,Pressure,Temperature,Phase,Mass,S,H,V,Cp,Vis,Structure,Formula,SiO2,TiO2,Al2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,Mg#
1,2000.00,1428.15,olivine_0,0.395208,0.935188,-4571.825911,0.117306,0.476530,,,(Ca0.01Mg0.76Fe''0.23Mn0.01Co0.00Ni0.00)2SiO4,38.4715,0,0,21.2996,0.982353,38.7479,0.498632,0,0,0,
0,2000.00,1423.15,liquid_0,92.366882,240.182128,-1130165.193945,34.146058,136.589580,3.002,,,51.6323,1.81883,15.9148,9.7817,0.0207631,5.14838,12.2902,3.02056,0.173222,0.199206,48.4
1,2000.00,1423.15,olivine_0,0.389663,0.919963,-4500.586087,0.115529,0.469261,,,(Ca0.01Mg0.76Fe''0.24Mn0.01Co0.00Ni0.00)2SiO4,38.4344,0,0,21.6106,0.869087,38.59,0.495997,0,0,0,
0,2000.00,1418.15,liquid_0,90.001813,233.473797,-1100591.226872,33.253680,132.922807,3.039,,,51.6889,1.86663,15.7845,9.87037,0.0161232,4.99306,12.3923,3.00757,0.176037,0.20444,47.4
1,2000.00,1418.15,olivine_0,0.684265,1.611105,-7875.658253,0.202479,0.822411,,,(Ca0.01Mg0.75Fe''0.24Mn0.01Co0.00Ni0.00)2SiO4,38.3621,0,0,22.1779,0.683327,38.2796,0.497076,0,0,0,
2,2000.00,1418.15,feldspar_0,1.681804,4.099133,-23130.669400,0.638367,2.068653,,,K0.01Na0.43Ca0.56Al1.56Si2.44O8,53.9973,0,29.3512,0,0,0,11.6155,4.94299,0.092969,0,
0,2000.00,1413.15,liquid_0,85.927151,222.304687,-1048600.085898,31.704768,126.658176,3.069,,,51.7411,1.95514,15.4699,10.0864,0.011567,4.8165,12.5594,2.96506,0.180728,0.214135,46.0
1,2000.00,1413.15,olivine_0,0.941736,2.210182,-10773.488601,0.277823,1.128406,,,(Ca0.01Mg0.74Fe''0.25Mn0.01Co0.00Ni0.00)2SiO4,38.2407,0,0,23.0156,0.48621,37.7545,0.503077,0,0,0,
2,2000.00,1413.15,feldspar_0,3.134926,7.633298,-43126.335540,1.190819,3.854873,,,K0.01Na0.44Ca0.55Al1.55Si2.45O8,54.2939,0,29.1498,0,0,0,11.3801,5.07593,0.100269,0,
0,2000.00,1408.15,liquid_0,82.136125,211.914432,-1000332.660804,30.264323,120.836704,3.098,,,51.7885,2.04538,15.1606,10.2936,0.0083374,4.63693,12.7393,2.9181,0.185256,0.224018,44.5
1,2000.00,1408.15,olivine_0,0.889456,2.080528,-10105.299509,0.261514,1.062068,,,(Ca0.01Mg0.73Fe''0.26Mn0.00Co0.00Ni0.00)2SiO4,38.1021,0,0,23.8858,0.34808,37.1535,0.510538,0,0,0,
2,2000.00,1408.15,feldspar_0,2.903570,7.062548,-39953.412242,1.103706,3.569277,,,K0.01Na0.45Ca0.54Al1.54Si2.46O8,54.5747,0,28.9589,0,0,0,11.1571,5.20133,0.107889,0,
0,2000.00,1403.15,liquid_0,78.629812,202.303144,-955794.516067,28.932619,115.459882,3.128,,,51.8312,2.13659,14.8579,10.4903,0.00605094,4.45736,12.9296,2.86733,0.189579,0.234008,43.1
1,2000.00,1403.15,olivine_0,0.833355,1.942637,-9396.657368,0.244128,0.991326,,,(Ca0.01Mg0.72Fe''0.27Mn0.00Co0.00Ni0.00)2SiO4,37.9511,0,0,24.7812,0.251232,36.4974,0.519123,0,0,0,
2,2000.00,1403.15,feldspar_0,2.674958,6.499305,-36817.020580,1.017467,3.287190,,,K0.01Na0.46Ca0.53Al1.53Si2.47O8,54.8399,0,28.7785,0,0,0,10.9464,5.31934,0.115808,0,
0,2000.00,1398.15,liquid_0,75.396892,193.438205,-914831.584933,27.705286,110.509723,3.158,,,51.8696,2.22821,14.563,10.6754,0.00442665,4.27978,13.1285,2.81336,0.193668,0.244042,41.7
1,2000.00,1398.15,olivine_0,0.777516,1.806148,-8696.738270,0.226898,0.921205,,,(Ca0.01Mg0.71Fe''0.28Mn0.00Co0.00Ni0.00)2SiO4,37.7909,0,0,25.6964,0.182993,35.8011,0.528583,0,0,0,
2,2000.00,1398.15,feldspar_0,2.457405,5.963831,-33831.571030,0.935282,3.018836,,,K0.01Na0.47Ca0.52Al1.52Si2.48O8,55.0902,0,28.6081,0,0,0,10.7474,5.43028,0.124008,0,
0,2000.00,1393.15,liquid_0,72.419515,185.269933,-877206.453425,26.575515,105.958037,3.187,,,51.9043,2.31982,14.2763,10.8484,0.00326552,4.10544,13.3342,2.75676,0.197506,0.254075,40.3
1,2000.00,1393.15,olivine_0,0.724268,1.676486,-8033.045540,0.210518,0.854541,,,(Ca0.01Mg0.70Fe''0.30Mn0.00Co0.00Ni0.00)2SiO4,37.6241,0,0,26.6272,0.134551,35.0753,0.538742,0,0,0,
2,2000.00,1393.15,feldspar_0,2.255108,5.466303,-31054.896879,0.858772,2.769365,,,K0.01Na0.48Ca0.51Al1.51Si2.49O8,55.3263,0,28.4471,0,0,0,10.5595,5.53453,0.132476,0,
0,2000.00,1388.15,liquid_0,69.677162,177.741834,-842648.258123,25.535503,101.772500,3.217,,,51.9359,2.41112,13.9981,11.0087,0.00242897,3.9351,13.5454,2.69804,0.201088,0.264075,38.9
1,2000.00,1388.15,olivine_0,0.674755,1.556247,-7418.585372,0.195323,0.792698,,,(Ca0.01Mg0.69Fe''0.31Mn0.00Co0.00Ni0.00)2SiO4,37.4523,0,0,27.5708,0.0998554,34.3275,0.549473,0,0,0,
2,2000.00,1388.15,feldspar_0,2.069598,5.010375,-28508.155127,0.788541,2.540647,,,K0.01Na0.49Ca0.50Al1.50Si2.50O8,55.5493,0,28.295,0,0,0,10.382,5.63251,0.141201,0,
0,2000.00,1383.15,liquid_0,67.148929,170.796644,-810882.142197,24.577307,97.920247,3.247,,,51.9648,2.5019,13.7287,11.1563,0.00182112,3.76918,13.7612,2.63766,0.20441,0.274018,37.6
1,2000.00,1383.15,olivine_0,0.629388,1.446310,-6857.598867,0.181427,0.736145,,,(Ca0.01Mg0.68Fe''0.32Mn0.00Co0.00Ni0.00)2SiO4,37.2767,0,0,28.5248,0.0747672,33.563,0.560687,0,0,0,
2,2000.00,1383.15,feldspar_0,1.900845,4.595897,-26191.066538,0.724597,2.332631,,,K0.01Na0.50Ca0.49Al1.49Si2.51O8,55.7598,0,28.1511,0,0,0,10.2142,5.72465,0.150172,0,
0,2000.00,1378.15,liquid_0,64.814764,164.379600,-781645.127764,23.693311,94.369804,3.277,,,51.9919,2.592,13.468,11.2909,0.00137558,3.60792,13.9806,2.57601,0.207475,0.283886,36.3
1,2000.00,1378.15,olivine_0,0.588171,1.346591,-6349.436899,0.168822,0.684848,,,(Ca0.01Mg0.67Fe''0.33Mn0.00Co0.00Ni0.00)2SiO4,37.0983,0,0,29.4872,0.056451,32.7857,0.572317,0,0,0,
2,2000.00,1378.15,feldspar_0,1.747994,4.220709,-24091.975031,0.666632,2.144253,,,K0.01Na0.51Ca0.48Al1.48Si2.52O8,55.9589,0,28.015,0,0,0,10.0554,5.81131,0.15938,0,
